sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus,base_image,small_image,thumbnail_image
41Ou,,Default,simple,Default Category/Outdoor Tiles/Ceramic,base,Quarry Red Tile,"A unique liquid glaze is applied before the firing process to create not only a range of stunning colours, including a true black, but also slip and stain resistance. These elegantly simple quarry tiles require no ongoing after care whilst retaining a quaint and traditional country feel.

Suitable for wall and floor, these vitrified ceramic tiles are also suitable for outdoor use. Complete the look with the bullnosed edging pieces that create the perfect finish to steps.
Product Code: 709214
Product Colour: Red
Tile Surface: Floor, Wall
Tile Size: 15cm x 15cm Square
Tile Depth (cm): 1.1
Surface: Interior Wall, Interior Floor, Exterior Wall, Exterior Floor",,0.534,1,Taxable Goods,"Catalog, Search",41,,,,Quarry-Red-Tile,Quarry Red Tile,Quarry Red/ Quarry Ceramic/ Quarry Outdoor Tiles,"A unique liquid glaze is applied before the firing process to create not only a range of stunning colours, including a true black. These elegantly simple quarry tiles require no ongoing after care whilst retaining a quaint and traditional country feel.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=40",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709214-new.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709214_r2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709214-new.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709214_r2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709214-new.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709214_r2.jpg "
42Ou,,Default,simple,Default Category/Outdoor Tiles/Ceramic,base,Quarry Silver Tile,"A unique liquid glaze is applied before the firing process to create not only a range of stunning colours, including a true black, but also slip and stain resistance. These elegantly simple quarry tiles require no ongoing after care whilst retaining a quaint and traditional country feel.
Suitable for wall and floor, these vitrified ceramic tiles are also suitable for outdoor use. Complete the look with the bullnosed edging pieces that create the perfect finish to steps.

Suitable for use with underfloor heating providing the correct substrate preparation and a suitable flexible cement based tile adhesive and grouts are used. For more information on fitting please visit our knowledge base or contact your local store.
Product Code: 709215
Product Colour: Grey
Tile Surface: Floor, Wall
Tile Size: 15cm x 15cm Square
Tile Depth (cm): 1.1
Weight (kg): 0.534
Surface: Interior Wall, Interior Floor, Exterior Wall, Exterior Floor",,0.534,1,Taxable Goods,"Catalog, Search",41,,,,Quarry-Silver-Tile,Quarry Silver Tile,Quarry Silver/ Quarry Ceramic/ Quarry Outdoor Tiles,"A unique liquid glaze is applied before the firing process to create not only a range of stunning colours, including a true black. These elegantly simple quarry tiles require no ongoing after care whilst retaining a quaint and traditional country feel.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=41",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709215-new.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709215-new.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709215-new.jpg
43Ou,,Default,simple,Default Category/Outdoor Tiles/Ceramic,base,Quarry Black Tile,"A unique liquid glaze is applied before the firing process to create not only a range of stunning colours, including a true black, but also slip and stain resistance. These elegantly simple quarry tiles require no ongoing after care whilst retaining a quaint and traditional country feel.

Suitable for wall and floor, these vitrified ceramic tiles are also suitable for outdoor use. Complete the look with the bullnosed edging pieces that create the perfect finish to steps.
Product Code: 709216
Product Colour: Black
Tile Surface: Floor, Wall
Tile Size: 15cm x 15cm Square
Tile Depth (cm): 1.1
Surface: Interior Wall, Interior Floor, Exterior Wall, Exterior Floor",,0.534,1,Taxable Goods,"Catalog, Search",41,,,,Quarry-Black-Tile,Quarry Black Tile,Quarry Black/ Quarry Ceramic/ Quarry Outdoor Tiles,"A unique liquid glaze is applied before the firing process to create not only a range of stunning colours, including a true black. These elegantly simple quarry tiles require no ongoing after care whilst retaining a quaint and traditional country feel.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=42",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709216-new.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709216-new.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709216-new.jpg
44Ou,,Default,simple,Default Category/Outdoor Tiles/Ceramic,base,Quarry Autumn Blend Tile,"A unique liquid glaze is applied before the firing process to create not only a range of stunning colours, including a true black, but also slip and stain resistance. These elegantly simple quarry tiles require no ongoing after care whilst retaining a quaint and traditional country feel.

Suitable for wall and floor, these vitrified ceramic tiles are also suitable for outdoor use. Complete the look with the bullnosed edging pieces that create the perfect finish to steps.
Product Code: 709218
Product Colour: Red
Tile Surface: Floor, Wall
Tile Size: 15cm x 15cm Square
Tile Depth (cm): 1.1
Surface: Interior Wall, Interior Floor, Exterior Wall, Exterior Floor",,0.534,1,Taxable Goods,"Catalog, Search",41,,,,Quarry-Autumn-Blend-Tile,Quarry Autumn Blend Tile,Quarry Autumn/ Quarry Blend /Quarry Ceramic/ Quarry Outdoor Tiles,"A unique liquid glaze is applied before the firing process to create not only a range of stunning colours, including a true black. These elegantly simple quarry tiles require no ongoing after care whilst retaining a quaint and traditional country feel.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=43",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709218-new-v1.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709218-new-v2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709218-new-v1.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709218-new-v2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709218-new-v1.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709218-new-v2.jpg "
45Ou,,Default,simple,Default Category/Outdoor Tiles/Ceramic,base,"Quarry White Tile
","A unique liquid glaze is applied before the firing process to create not only a range of stunning colours, including a true black, but also slip and stain resistance. These elegantly simple quarry tiles require no ongoing after care whilst retaining a quaint and traditional country feel.

Suitable for wall and floor, these vitrified ceramic tiles are also suitable for outdoor use. Complete the look with the bullnosed edging pieces that create the perfect finish to steps.
Product Code: 709217
Product Colour: White
Tile Surface: Floor, Wall
Tile Size: 15cm x 15cm Square
Tile Depth (cm): 1.1
Surface: Interior Wall, Interior Floor, Exterior Wall, Exterior Floor",,0.534,1,Taxable Goods,"Catalog, Search",41,,,,"Quarry-White-Tile
","Quarry White Tile
",Quarry White/ Quarry Ceramic/ Quarry Outdoor Tiles,"A unique liquid glaze is applied before the firing process to create not only a range of stunning colours, including a true black. These elegantly simple quarry tiles require no ongoing after care whilst retaining a quaint and traditional country feel.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=44",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709217-new.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709217-new.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/7/0/709217-new.jpg
46Ou,,Default,simple,Default Category/Outdoor Tiles/Travertine,base,"Aurelius™ Modular Tumbled Travertine Tile","A tumbled finish gives these modular travertine tiles an unpolished and textured look. Quarried in the Afyon region of Turkey, this natural stone is sought after for its elegant silver grey hues. The swirling patterns of silver, cream, fawn and gold across the surface vary from piece to piece and will add a unique look to your space. Lay these large tiles out before fixing to achieve a stunning blend of colours across the entire area. 

Suitable for use with underfloor heating providing the correct substrate preparation and a suitable flexible cement based tile adhesive and grouts are used.
Product Code: 631084
Coverage Per Box: 0.743m²
Tiles Per Box: 6
Product Colour: Grey
Tile Surface: Floor, Wall
Tile Size: 0.74m² Modular
Tile Depth (cm): 1.2",,23,1,Taxable Goods,"Catalog, Search",47,,,,"Aurelius-Modular-Tumbled-Travertine-Tile
","Aurelius™ Modular Tumbled Travertine Tile","Aurelius Modular/Aurelius Tumbled / Aurelius Travertine /Aurelius Outdoor Tiles
","Quarried in the Afyon region of Turkey, this natural stone is sought after for its elegant silver grey hues. The swirling patterns of silver, cream, fawn and gold across the surface vary from piece to piece and will add a unique look to your space. ",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=45",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631084_aurelius-modular-tumbled-travertine-tile_2.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631084_aurelius-modular-tumbled-travertine-tile_kitchen_floor_1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631084_aurelius-modular-tumbled-travertine-tile_2.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631084_aurelius-modular-tumbled-travertine-tile_kitchen_floor_1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631084_aurelius-modular-tumbled-travertine-tile_2.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631084_aurelius-modular-tumbled-travertine-tile_kitchen_floor_1.jpg "
47Ou,,Default,simple,Default Category/Outdoor Tiles/Travertine,base,Aurelius™ Polished Travertine Tile,"The rectangular Aurelius™ polished travertine tile – sourced from Turkey's Afyon region – has a distinctive spirit. It's characterised by an alluring swirl of gold and cream hues offset by a chic silver and grey background. As each of these medium sized gloss tiles is crafted from natural stone, the patterns and tones will vary. Lay them out before fixing into place to ensure the colours coordinate perfectly for a flawless effect. 

Suitable for use with underfloor heating providing the correct substrate preparation and a suitable flexible cement based tile adhesive and grouts are used.
Product Code: 631096
Product Colour: Grey
Tile Surface: Floor, Wall
Tile Size: 61cm x 30.5cm Rectangular
Tile Depth (cm): 1.2",,5.78,1,Taxable Goods,"Catalog, Search",12,,,,Aurelius-Polished-Travertine-Tile,Aurelius™ Polished Travertine Tile,Aurelius Polished /Aurelius Travertine /Aurelius Outdoor Tiles,The rectangular Aurelius polished travertine tile – sourced from Turkey's Afyon region – has a distinctive spirit. It's characterised by an alluring swirl of gold and cream hues offset by a chic silver and grey background. ,,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=46",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631096_aurelius-polished-travertine-tile_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631096_aurelius-polished-travertine-tile_2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631096_aurelius-polished-travertine-tile_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631096_aurelius-polished-travertine-tile_2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631096_aurelius-polished-travertine-tile_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631096_aurelius-polished-travertine-tile_2.jpg "
48Ou,,Default,simple,Default Category/Outdoor Tiles/Travertine,base,"Aurelius™ Tumbled Travertine Tile
","Cut from a quarry in Turkey's Afyon province, the Aurelius™ large tumbled travertine tile will lend a distinctive finish to your living space. Each rectangular piece features swirling golds and creams on a chic light grey and silver background. As these distinctive unpolished tiles are crafted from textured natural stone, their hues and patterns will vary. Lay them out ahead of fixing to achieve a beautifully coordinated effect.

Suitable for use with underfloor heating providing the correct substrate preparation and a suitable flexible cement based tile adhesive and grouts are used.
Product Code: 631081
Product Colour: Grey
Tile Surface: Floor, Wall
Tile Size: 61cm x 40.6cm Rectangular
Tile Depth (cm): 1.2",,7.33,1,Taxable Goods,"Catalog, Search",15,,,,"Aurelius-Tumbled-Travertine-Tile
","Aurelius™ Tumbled Travertine Tile
",Aurelius Tumbled /Aurelius Travertine /Aurelius Outdoor Tiles,"Cut from a quarry in Turkey's Afyon province, the Aurelius large tumbled travertine tile will lend a distinctive finish to your living space. Each rectangular piece features swirling golds and creams on a chic light grey and silver background.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=47",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631081_aurelius-tumbled-travertine-tile_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631081_aurelius-tumbled-travertine-tile_2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631081_aurelius-tumbled-travertine-tile_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631081_aurelius-tumbled-travertine-tile_2.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631081_aurelius-tumbled-travertine-tile_1.jpg ,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631081_aurelius-tumbled-travertine-tile_2.jpg "
49Ou,,Default,simple,Default Category/Outdoor Tiles/Travertine,base,Aurelius™ Honed Travertine Tile,"These rectangular Aurelius™ honed travertine tiles are enlivened by an appealing array of colours. Their matt surfaces feature creams and golds in exquisite swirling patterns on an elegant base of light grey and silver. These medium sized tiles are crafted from unpolished natural stone quarried in the Afyon region of Turkey. Lay them out before fixing to harmonise shades across the entire area.
Product Code: 631090
Product Colour: Grey
Tile Surface: Floor, Wall
Tile Size: 61cm x 30.5cm Rectangular
Tile Depth (cm): 1.2",,5.78,1,Taxable Goods,"Catalog, Search",11,,,,Aurelius™ Honed Travertine Tile,Aurelius™ Honed Travertine Tile,Aurelius Honed /Aurelius Travertine /Aurelius Outdoor Tiles,Their matt surfaces feature creams and golds in exquisite swirling patterns on an elegant base of light grey and silver. These medium sized tiles are crafted from unpolished natural stone quarried in the Afyon region of Turkey. ,,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=48",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631090_aurelius-honed-travertine-tile_3.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631090_aurelius-honed-travertine-tile_bathroom_floor_1.jpg  ","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631090_aurelius-honed-travertine-tile_3.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631090_aurelius-honed-travertine-tile_bathroom_floor_1.jpg  ","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631090_aurelius-honed-travertine-tile_3.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631090_aurelius-honed-travertine-tile_bathroom_floor_1.jpg  "
50Ou,,Default,simple,Default Category/Outdoor Tiles/Travertine,base,Sandelwood Honed & Filled Travertine,"Choose these rectangular Sandelwood Honed & Filled travertine tiles to give your interior an attractive contemporary look. The design blends light cream and ivory tones that feel tranquil and sophisticated. These unpolished, textured tiles are crafted from natural stone and feature fine linear veins running throughout. Due to the way the product is made, you'll see beautiful natural variations in colour and pattern. Each tile is carefully selected to ensure as much consistency in colour as possible and to avoid imperfections. It's a good idea to lay out these tiles before fixing to ensure you're happy with the mix of tones. Please note, these tiles can be used indoors but are not suitable for wet rooms or outdoors.
Product Code: 631065
Product Colour: Beige
Tile Surface: Floor, Wall
Tile Size: 61cm x 30.5cm Rectangular
Tile Depth (cm): 1.2
",,5.5,1,Taxable Goods,"Catalog, Search",11,,,,Sandelwood-Honed-Filled-Travertine,Sandelwood Honed & Filled Travertine,Sandelwood Honed /Sandelwood Filled /Sandelwood Travertine /Sandelwood Outdoor Tiles,"The design blends light cream and ivory tones that feel tranquil and sophisticated. These unpolished, textured tiles are crafted from natural stone and feature fine linear veins running throughout.",,,,,,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=49",300,0,1,0,,,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,"https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631065_sandelwood-honed-filled-travertine-tile_5.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631065_sandelwood-honed-filled-travertine-tile_bathroom_wall_1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631065_sandelwood-honed-filled-travertine-tile_5.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631065_sandelwood-honed-filled-travertine-tile_bathroom_wall_1.jpg ","https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631065_sandelwood-honed-filled-travertine-tile_5.jpg,https://www.toppstiles.co.uk/static/media/catalog/product/c/a/631065_sandelwood-honed-filled-travertine-tile_bathroom_wall_1.jpg "
